work_id,reference_count_total,reference_count_with_primary_topic,reference_count_missing_primary_topic,reference_field_diversity,reference_entropy,hss_reference_share,cs_core_reference_share,reference_field_counts_json,processed_at_utc
W4415090287,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W4416936884,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W7134860858,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W4388843275,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W7131119722,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W4417257553,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W4414975423,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W4386556324,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W4298183015,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W4387559184,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W4404569935,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W4416351307,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W4415345174,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W4391988183,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W4399795373,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W4414587666,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W4417100338,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W4416394582,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W4417256418,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W4416245051,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W7134017007,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W4404362868,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W4405561901,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W4415182437,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W4417515746,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W4415068203,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W4416525358,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W7131063828,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W4282813572,102,83,19,4,0.33263399683445405,0.0,0.9277108433734941,"{""Agricultural and Biological Sciences"": 2, ""Biochemistry, Genetics and Molecular Biology"": 1, ""Computer Science"": 77, ""Engineering"": 3}",2026-06-09T21:12:21.692905
W4399511889,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W4415317619,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W4385019228,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W4402963101,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W4414835334,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W4407684158,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W4403344830,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W4226204502,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W4415088003,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W4404352963,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W7130482411,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W4415084275,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W4406449430,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W4407571466,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W4414761636,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W4417137198,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W4392737439,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W4415314101,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W7134016958,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W4392428768,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W4403624735,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W4403593266,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W7133571304,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W4405713856,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W7127541959,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W4416368880,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W4364386928,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W4416246052,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W4417308203,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W4405266876,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W4321174718,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W4417129619,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W7124358510,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W4405469634,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W7124118752,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W4416888410,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W4417262424,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W4407309364,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W4416113122,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W4403345142,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W7128095689,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W4415152133,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W4402345503,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W4395686633,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W4399398956,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W4417114154,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W7125940374,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W4387963496,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W4417516797,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W4415328433,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W4416931989,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W4404348691,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W4389649788,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W4393026904,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W4415135886,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W4414989758,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W4416350492,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W4405420190,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W4415316606,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W4406745327,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W4417049785,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W7128770448,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W4405627047,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W7124227738,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W4417095771,0,0,0,0,,,,{},2026-06-09T21:12:21.692905
W7119234167,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W4405622590,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W4417285549,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W4404994995,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W4416085739,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W4414845989,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W4386043906,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W4415306587,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W4415035759,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W7128745091,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W7131191585,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W4416046264,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W4399317198,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W7126281558,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W7125878194,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W4403573006,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W4376166883,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W4395474966,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W7124300920,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W4301505637,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W4414756147,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W4297632297,50,46,4,3,0.7631134177010981,0.0,0.39130434782608703,"{""Biochemistry, Genetics and Molecular Biology"": 1, ""Computer Science"": 18, ""Engineering"": 27}",2026-06-09T21:12:26.615983
W4405075456,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W4405715371,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W4415328906,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W4387355058,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W4415101339,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W4400025303,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W4406491512,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W7128745226,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W4221150117,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W4396651299,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W4416525356,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W4414693908,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W4416862497,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W4417440855,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W4415271105,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W4392736095,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W4327486723,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W4405255161,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W4400142021,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W4399795335,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W4404088023,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W4407186947,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W7117277203,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W4416618342,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W7127541267,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W4415966329,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W4416436433,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W4402705641,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W4400064463,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W4417453531,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W4414818050,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W4403883854,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W4404351777,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W7130481766,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W4406950071,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W4362514309,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W4416529051,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W4320855762,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W4416146998,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W7131476205,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W7134992631,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W4379538494,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W4415333826,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W7127407482,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W7117766421,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W4403661448,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W4416865546,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W4399454782,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W4391672240,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W4388748497,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W4416935216,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W4311252248,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W4416241838,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W4416613236,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W7124208054,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W4416445247,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W4416692451,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W4400480039,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W4389650733,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W4399830193,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W4402387256,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W7124117504,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W4407806808,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W4416135492,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W4416854074,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W7117298240,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W4282813597,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W7125351029,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W4400376913,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W4405425145,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W4400025151,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W4407632293,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W4416210069,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W4407806890,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W4404450394,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W4403578771,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W4416288212,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W4394867188,0,0,0,0,,,,{},2026-06-09T21:12:26.615983
W4415981629,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4416237770,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4379919062,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W7124513213,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W7127542029,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4399353868,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4402954585,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W7128096758,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W7127568086,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W7117851268,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4380136356,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4221148812,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4416553023,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4404354752,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4403007400,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4407423859,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4382319500,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4416830858,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4379538622,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4417105551,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W7128691233,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4400611536,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W7128864892,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4403556201,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W7128097808,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4417086418,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4399597314,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W7124227969,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4404990663,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4403783967,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4416073139,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4416686554,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4414632973,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4400024797,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4281662760,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4389260571,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4414580412,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4404350213,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W7128865201,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4404571324,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4407092054,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4405034882,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4416049992,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4415347810,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4405766389,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4406489090,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W7127154786,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4404391450,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W7119538444,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4415088826,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4403748687,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4416914153,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4414971099,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4320468834,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W7124118568,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4416072403,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4405470353,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4407091471,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4395443381,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4391800935,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4389650713,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4407689973,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4414893804,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4399555117,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4417097547,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4416683722,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4404405896,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4407123799,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4403965006,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4403661749,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W7124817930,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4392866637,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4405254240,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4403364895,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4378942261,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W7127883940,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4403661922,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4402723732,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4414884158,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4403786582,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4394007005,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4415311456,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4415912999,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4416692606,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4365211685,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4403964538,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4415338176,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4416113790,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4390041619,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4377131016,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4400373569,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4393213270,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4416771240,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4415086659,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4416076772,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4403345619,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4415133971,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4416381189,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4414942798,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4416445226,0,0,0,0,,,,{},2026-06-09T21:12:31.004581
W4403799524,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W4407207818,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W4415314492,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W4403758888,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W4417183409,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W7131403231,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W4297899394,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W4403707061,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W4415153694,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W4383176320,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W4407184664,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W4406073500,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W4417484850,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W4404341445,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W4391709719,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W4391766322,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W4416943828,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W7126181858,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W7133364612,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W4406022817,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W4407091218,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W4417295362,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W4406881022,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W7133363794,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W4416831879,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W4296250024,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W4391986958,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W4414848662,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W7117174531,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W7131319117,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W4281627476,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W4415023980,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W4391833068,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W7125234598,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W4415276738,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W4407090930,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W4402345505,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W7127739772,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W7128710105,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W4391420944,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W4415310558,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W4405259985,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W4389599736,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W4399405363,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W4416354585,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W4406733254,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W4391801046,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W4407091331,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W7133561897,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W7135025893,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W4415026248,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W4417432155,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W7126069773,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W7124687466,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W4415238751,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W7127203297,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W4404389885,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W4417129526,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W4403746418,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W7135037240,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W7134233774,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W4400667219,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W4404367679,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W4400433695,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W4393928919,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W4417118051,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W4416355037,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W4404356251,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W7128391349,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W4400703039,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W4385473835,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W4414844091,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W4396651193,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W4221153171,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W4384808007,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W4416524129,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W7133365320,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W4416550867,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W7124358629,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W4415332310,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W4416143293,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W4407679578,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W7118523976,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W4415132948,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W4415068314,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W4416951182,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W7124427000,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W4414814413,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W4415068093,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W4417084832,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W4319992399,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W4416190501,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W4417299767,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W4399836969,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W7126239332,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W4417350519,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W4403577975,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
W4297949294,0,0,0,0,,,,{},2026-06-09T21:12:35.394493
