clean_work_id,stage,year,Reference_Count,InternalRef_Total,InternalRef_Matched,InternalRef_HSS_Matched,InternalRef_Coverage,HSS_Reference_Share_Internal_MatchedBase,HSS_Reference_Share_Internal_TotalBase,RefMeta_Total,RefMeta_Matched,RefMeta_Coverage,Mean_Reference_Age,Median_Reference_Age,Recent_Reference_Share_3y,Mean_Log_Ref_Citations,Median_Log_Ref_Citations
W4403662515,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4405621194,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4392781741,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4392181954,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4416248400,Phase3,2025,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4375958532,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4313443555,Phase3,2022,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4361806486,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4388926337,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4390601395,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4403007383,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4387560846,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4399695709,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4404312210,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4281771319,Phase3,2022,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4389814724,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4389072048,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4405561462,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4391835879,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4387390032,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4394673098,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4399116158,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4388514352,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4415310436,Phase3,2025,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4406975371,Phase3,2025,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4400267547,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4379538718,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4308166787,Phase3,2022,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4405426003,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4402951147,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4399354964,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4309397470,Phase3,2022,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4395484139,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4393284384,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4280511521,Phase3,2022,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4399448198,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4415109192,Phase3,2025,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4390647702,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4404388880,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4405425107,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4361230621,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4400435249,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4404396960,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4392222699,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4323650415,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4416116779,Phase3,2025,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4226039536,Phase3,2022,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4392270904,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4400024251,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4407170311,Phase3,2025,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4388275776,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4383472897,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4391709961,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4289049432,Phase3,2022,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4391124820,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4396788676,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4392340428,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4366850560,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4395686759,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4388177599,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4406548969,Phase3,2025,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4386793381,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4407690051,Phase3,2025,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4416545265,Phase3,2025,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4407758967,Phase3,2025,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4416289344,Phase3,2025,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4400434455,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4224952636,Phase3,2022,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4283075509,Phase3,2022,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4377864220,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4390528019,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4402706529,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4416106017,Phase3,2025,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4403012209,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4392934763,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4403750438,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4363671637,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4392490104,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4393300207,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4387031453,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4414586831,Phase3,2025,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4400025012,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4320342924,Phase3,2023,54,54.0,17.0,10.0,0.3148148148148148,0.5882352941176471,0.18518518518518517,54.0,17.0,0.3148148148148148,2.588235294117647,3.0,0.7058823529411765,5.354240407520459,6.416732282512326
W4393928722,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4396987335,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4386043812,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4400668286,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4392492460,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4327992892,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4392822124,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4404355703,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4225770970,Phase3,2022,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4405031743,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4391949025,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4403851115,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4327991370,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4416042687,Phase3,2025,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4415333727,Phase3,2025,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4389911900,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4399837713,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4285397086,Phase3,2022,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4404261777,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4306178203,Phase3,2022,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4392019601,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4387210642,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4378505187,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4361230801,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4393284579,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4403345324,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4221140085,Phase3,2022,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4281255798,Phase3,2022,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4384652118,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4403753934,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4391506328,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4403720155,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4403812495,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4400025402,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4387724493,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4406961351,Phase3,2025,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4387724542,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4402952652,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4404989538,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4361230916,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4399695340,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4402857639,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4407820094,Phase3,2025,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4403578755,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4403800338,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4308611016,Phase3,2022,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4401307385,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4307206779,Phase3,2022,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4390380480,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4280511821,Phase3,2022,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4403883633,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4399417351,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4404450447,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4405766600,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4403853733,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4385373684,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4404406418,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4402953728,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4312045665,Phase3,2022,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4392181805,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4295106029,Phase3,2022,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4386722075,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4392120518,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4416125252,Phase3,2025,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4392271638,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4386555649,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4391987903,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4415163584,Phase3,2025,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4405057294,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4406780478,Phase3,2025,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4392736105,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4402387210,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4396650997,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4385825741,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4391671222,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4391673210,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4379255930,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4378770703,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4310633316,Phase3,2022,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4403573010,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4392971695,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4226066144,Phase3,2022,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4399554362,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4321649421,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4403365325,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4406231206,Phase3,2025,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4405432532,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4414586137,Phase3,2025,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4403571307,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4306177476,Phase3,2022,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4416242722,Phase3,2025,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4379538771,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4386268369,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4387724594,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W7119523234,Phase3,2025,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4399062313,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4403719296,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4414834763,Phase3,2025,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4400600898,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4406490333,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4375957306,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4403753170,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4404987150,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4281483440,Phase3,2022,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4414817976,Phase3,2025,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4383175575,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4391421079,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4405073114,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4403748100,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4281253549,Phase3,2022,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4399114965,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4311994883,Phase3,2022,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4403752108,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4404310812,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4403593142,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4303649016,Phase3,2022,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4389821296,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4406840607,Phase3,2025,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4393284419,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4396820848,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4392781669,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4392868177,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4395064855,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4404986823,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4394973321,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4387800628,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4403747286,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4389261663,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4389599097,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4391212664,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4389364027,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4403854135,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4393026883,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4386840060,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4385644098,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4403445359,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4386554995,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4387158411,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4400222417,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4407806901,Phase3,2025,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4400516711,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4401202540,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4391047141,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4387322952,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4404391920,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4389260654,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4415132994,Phase3,2025,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4406545364,Phase3,2025,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4390041861,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4403564503,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4416375749,Phase3,2025,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4389421595,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4387891249,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4399596941,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4403578684,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4406840424,Phase3,2025,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4405783729,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4405468034,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4395022823,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4386348024,Phase3,2023,32,32.0,17.0,8.0,0.53125,0.47058823529411764,0.25,32.0,17.0,0.53125,3.6875,4.0,0.4375,5.300072976968757,4.962844630259907
W4405355473,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4381551128,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4378765323,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4402618609,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4406302087,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4389768330,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4405468136,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4388092174,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4394782151,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4393247809,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4405470428,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4376122461,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4320469623,Phase3,2022,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4415190768,Phase3,2025,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4403160262,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4416902893,Phase3,2025,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4403784034,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4399794297,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4404390411,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4387559910,Phase3,2023,25,25.0,7.0,5.0,0.28,0.7142857142857143,0.2,25.0,7.0,0.28,0.7142857142857143,1.0,1.0,4.300313729647516,4.553876891600541
W4399837345,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4405034900,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4389421253,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4391013487,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4386841311,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4388555945,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4397028985,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4415926591,Phase3,2025,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4323706391,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4389470872,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4398794861,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4404307577,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4391709230,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4389599523,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4395687057,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4402733297,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4403809110,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4404649439,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4401202544,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4404346306,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4403749471,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4367060636,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4391047104,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4389982230,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4400376360,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4390307196,Phase3,2023,38,38.0,9.0,5.0,0.23684210526315788,0.5555555555555556,0.13157894736842105,38.0,9.0,0.23684210526315788,0.4444444444444444,0.0,0.8888888888888888,4.916422790673682,4.962844630259907
W4395021902,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4404390505,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4399379334,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4387963719,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4387356199,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4387995025,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4391159197,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4307536105,Phase3,2022,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4379540282,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4406890869,Phase3,2025,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4399694522,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4416063917,Phase3,2025,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
