author_id,T0_year,paper_count
https://openalex.org/A5001502362,2017,4
https://openalex.org/A5001505641,2017,1
https://openalex.org/A5001505891,2017,1
https://openalex.org/A5001510386,2017,1
https://openalex.org/A5001510586,2017,1
https://openalex.org/A5001511716,2017,1
https://openalex.org/A5001516926,2017,2
https://openalex.org/A5001517668,2017,1
https://openalex.org/A5001518016,2017,1
https://openalex.org/A5001518780,2017,2
https://openalex.org/A5001520350,2017,9
https://openalex.org/A5001520977,2017,2
https://openalex.org/A5001526105,2017,1
https://openalex.org/A5001528199,2017,1
https://openalex.org/A5001529504,2017,31
https://openalex.org/A5001529938,2017,1
https://openalex.org/A5001530562,2017,3
https://openalex.org/A5001531366,2017,3
https://openalex.org/A5001535704,2017,2
https://openalex.org/A5001535840,2017,1
https://openalex.org/A5001536238,2017,1
https://openalex.org/A5001541238,2017,1
https://openalex.org/A5001544885,2017,1
https://openalex.org/A5001546768,2017,2
https://openalex.org/A5001550110,2017,2
https://openalex.org/A5001552820,2017,1
https://openalex.org/A5001553031,2017,1
https://openalex.org/A5001553642,2017,1
https://openalex.org/A5001559819,2017,1
https://openalex.org/A5001560974,2017,1
https://openalex.org/A5001561496,2017,2
https://openalex.org/A5001561692,2017,1
https://openalex.org/A5001565638,2017,1
https://openalex.org/A5001568044,2017,1
https://openalex.org/A5001589213,2017,1
https://openalex.org/A5001590626,2017,1
https://openalex.org/A5001592573,2017,9
https://openalex.org/A5001592696,2017,1
https://openalex.org/A5001594301,2017,1
https://openalex.org/A5001594330,2017,7
https://openalex.org/A5001595112,2017,1
https://openalex.org/A5001595335,2017,1
https://openalex.org/A5001596098,2017,1
https://openalex.org/A5001596439,2017,1
https://openalex.org/A5001596967,2017,1
https://openalex.org/A5001598698,2017,2
https://openalex.org/A5001598846,2017,2
https://openalex.org/A5001605062,2017,2
https://openalex.org/A5001611687,2017,1
https://openalex.org/A5001611968,2017,1
https://openalex.org/A5001612664,2017,1
https://openalex.org/A5001613508,2017,1
https://openalex.org/A5001617540,2017,1
https://openalex.org/A5001622810,2017,1
https://openalex.org/A5001623698,2017,2
https://openalex.org/A5001624144,2017,8
https://openalex.org/A5001632450,2017,3
https://openalex.org/A5001632689,2017,1
https://openalex.org/A5001633086,2017,29
https://openalex.org/A5001641610,2017,1
https://openalex.org/A5001647455,2017,3
https://openalex.org/A5001650986,2017,1
https://openalex.org/A5001653195,2017,2
https://openalex.org/A5001662671,2017,13
https://openalex.org/A5001664529,2017,2
https://openalex.org/A5001665637,2017,2
https://openalex.org/A5001666799,2017,2
https://openalex.org/A5001668151,2017,4
https://openalex.org/A5001669798,2017,1
https://openalex.org/A5001674893,2017,8
https://openalex.org/A5001676000,2017,1
https://openalex.org/A5001677935,2017,1
https://openalex.org/A5001678137,2017,2
